Model Yr,Mfr Name,Division,Carline,Verify Mfr Cd,Index (Model Type Index),Eng Displ,# Cyl,Trans in FE Guide (MFR entered for data entered after May 13 2011),City FE (Guide) - Conventional Fuel,Hwy FE (Guide) - Conventional Fuel,Comb FE (Guide) - Conventional Fuel,City Unadj FE - Conventional Fuel,Hwy Unadj FE - Conventional Fuel,Comb Unadj FE - Conventional Fuel,City Unrd Adj FE - Conventional Fuel,Hwy Unrd Adj FE - Conventional Fuel,Comb Unrd Adj FE - Conventional Fuel,Guzzler? ,Air Aspir Method,Air Aspiration Method Desc,Trans,Trans Desc,"Trans, Other",# Gears,Trans Lockup,Trans Creeper Gear,Drive Sys,Drive Desc,Max Ethanol % - Gasoline,Max Biodiesel %,Range1 - Model Type Driving Range - Conventional Fuel,Fuel Usage  - Conventional Fuel,Fuel Usage Desc - Conventional Fuel,Fuel Unit - Conventional Fuel,Fuel Unit Desc - Conventional Fuel,Gas Guzzler Exempt (Where Truck = 1975 NHTSA truck definition),Gas Guzzler Exempt Desc (Where Truck = 1975 NHTSA truck definition),2Dr Pass Vol,2Dr Lugg Vol,4Dr Pass Vol,4Dr Lugg Vol,Htchbk Pass Vol,Htchbk Lugg Vol,Annual Fuel1 Cost - Conventional Fuel,EPA Calculated Annual Fuel Cost - Conventional Fuel -----  Annual fuel cost error. Please revise Verify. ,City2 FE (Guide) - Alternative Fuel,Hwy2 Fuel FE (Guide) - Alternative Fuel,Comb2 Fuel FE (Guide) - Alternative Fuel,City2 Unadj FE - Alternative Fuel,Hwy2 Unadj FE - Alternative Fuel,Comb2 Unadj FE - Alternative Fuel,City2 Unrd Adj FE - Alternative Fuel,Hwy2 Unrd Adj FE - Alternative Fuel,Cmb2 Unrd Adj FE - Alternative Fuel, Range2 - Alt Fuel Model Typ Driving Range - Alternative Fuel, Fuel2 Usage - Alternative Fuel, Fuel2 Usage Desc - Alternative Fuel,Fuel2 Unit - Alternative Fuel,Fuel2 Unit Desc - Alternative Fuel,Fuel2 Annual Fuel Cost - Alternative Fuel,Fuel2 EPA Calculated Annual Fuel Cost - Alternative Fuel,Descriptor - Model Type (40 Char or less),Intake Valves Per Cyl,Exhaust Valves Per Cyl,Carline Class,Carline Class Desc,Car/Truck Category - Cash for Clunkers Bill.,Calc Approach Desc,Release Date,EPA FE Label Dataset ID,,Unique Label?,Label Recalc?,Relabel,Relabel Desc,Suppressed?,Police/Emerg?,Comments - Mfr Eng Cnfg,Cyl Deact?,Cyl Deact Desc,Var Valve Timing?,Var Valve Timing Desc,Var Valve Lift?,Var Valve Lift Desc,Energy Storage Device Desc,"Energy Storage Device,If Other",# Batteries,Battery Type Desc,"Battery Type, If Other",Total Voltage for Battery Pack(s),Batt Energy Capacity (Amp-hrs),Batt Specific Energy (Watt-hr/kg),Batt Charger Type Desc,Comments,# Capacitors,Regen Braking Type Desc,"Regen Braking Type, If Other","Regen Braking Wheels Source (Front, Rear, Both)",Driver Cntrl Regen Braking?,Fuel Cell Desc,Usable H2 Fill Capacity (kg),Fuel Cell Onboard H2 Capacity (kg),HEV-EV Comments,# Drive Motor Gen,Motor Gen Type Desc,"Motor Gen Type, If Other",Rated Motor Gen Power (kW),Fuel Metering Type 1 Desc,Fuel Metering Type 2 Desc,Fuel Metering Sys Cd,Fuel Metering Sys Desc,Fuel Cell Vehicle (Y or N),Off Board Charge Capable (Y or N),Camless Valvetrain (Y or N),Oil Viscosity,Eng Mgmt System (Stop/Start Sys) Code,Eng Mgmt System (Stop/Start Sys) Description,Model Type Desc (MFR entered),Charge Depleting Calc Appr Code,Charge Depleting Calc Appr Desc,Charge Sustaining Calc Appr Code,Charge Sustaining Calc Appr Desc,EPA Calculated Annual Fuel Cost,EPA Calculated Gas Guzzler MPG,MFR Calculated Gas Guzzler MPG ,EPA Calculated Gas Guzzler Indicator (Y or N),,,,
2011,Lotus,Lotus Cars Ltd,Evora,LTX,4,3.5,6,Manual(M6),17,26,20,20.8000,33.8000,25.1535,17.3554,25.5463,20.2817,,SC,Supercharged,M,Manual,,6,N,N,R,"2-Wheel Drive, Rear",,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,48,2,48,2,,,2400,2400,,,,,,,,,,,,,,,,,,2,2,2,Minicompact Cars,car,Vehicle Specific 5-cycle label,12/15/2010,6294,,,N,,,N,N,,N,,Y,VVT mechanisms are on the inlet & exhaust camshafts for both engine banks. The system changes inlet & exhaust valve timing over the entire speed range in accordance to engine speed & load.,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W 40 API SL/CF,N,No,,,,,,,,,,,,,
2011,Lotus,Lotus Cars Ltd,Evora,LTX,6,3.5,6,Manual(M6),18,27,21,21.5000,35.5000,26.1170,17.9669,26.5800,21.0341,,NA,Naturally Aspirated,M,Manual,,6,N,N,R,"2-Wheel Drive, Rear",,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,,,,,2286,2285,,,,,,,,,,,,,,,,,,2,2,2,Minicompact Cars,car,Vehicle Specific 5-cycle label,7/1/2010,5825,,,N,,,N,N,"The 2GR engine is a proven Toyota engine, in use on such vehicles as the US specification Toyota Camry.  Lotus has previously used Toyota powertrains & found both reliability & emissions durability to be excellent.  This engine features relatively new technology including inlet & exhaust variable valve timing, but does not feature any new, unproven technology.",N,,Y,VVT mechanisms are on the inlet & exhaust camshafts for both engine banks. The system changes inlet & exhaust valve timing over the entire speed range in accordance to engine speed & load.,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W 40 API SL/CF,N,No,,,,,,,,,,,,,
2011,BMW,Mini,Mini Convertible,BMX,14,1.6,4,Auto(S6),27,35,30,34.7991,50.0457,40.3278,,,,,NA,Naturally Aspirated,SA,Semi-Automatic,,6,Y,N,F,"2-Wheel Drive, Front",,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,74,6,,,,,1598,1598,,,,,,,,,,,,,,,,,,2,2,2,Minicompact Cars,car,Derived 5-cycle label,2/28/2011,6110,,N,Y,RL,Relabel - label value decreased,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,Variable Valve Lift at inlet valves,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,BMW,Mini,Mini Convertible,BMX,15,1.6,4,Manual(M6),28,35,31,35.7500,49.9494,40.9941,,,,,NA,Naturally Aspirated,M,Manual,,6,N,N,F,"2-Wheel Drive, Front",,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,74,6,,,,,1550,1550,,,,,,,,,,,,,,,,,,2,2,2,Minicompact Cars,car,Derived 5-cycle label,12/1/2010,5711,,N,Y,RH,Relabel - label value increased,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,Variable Valve Lift at inlet valves,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,BMW,Mini,Mini Cooper,BMX,10,1.6,4,Auto(S6),28,36,31,35.9686,51.6393,41.6573,,,,,NA,Naturally Aspirated,SA,Semi-Automatic,,6,Y,N,F,"2-Wheel Drive, Front",,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,76,6,,,,,1550,1550,,,,,,,,,,,,,,,,,,2,2,2,Minicompact Cars,car,Derived 5-cycle label,8/25/2010,4789,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,Variable Valve Lift at inlet valves,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,BMW,Mini,Mini Cooper,BMX,11,1.6,4,Manual(M6),29,37,32,38.0530,53.0040,43.5854,,,,,NA,Naturally Aspirated,M,Manual,,6,N,N,F,"2-Wheel Drive, Front",,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,76,6,,,,,1498,1498,,,,,,,,,,,,,,,,,,2,2,2,Minicompact Cars,car,Derived 5-cycle label,8/25/2010,4790,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,Variable Valve Lift at inlet valves,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,BMW,Mini,Mini Cooper S,BMX,16,1.6,4,Auto(S6),26,34,29,32.9945,47.8478,38.3520,,,,,TC,Turbocharged,SA,Semi-Automatic,,6,Y,N,F,"2-Wheel Drive, Front",,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,76,6,,,,,1656,1656,,,,,,,,,,,,,,,,,SIDI; ,2,2,2,Minicompact Cars,car,Derived 5-cycle label,8/25/2010,4803,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,,,,,,,,,,,,,,,,,,,,,,,,Spark Ignition Direct fuel injection,,GDI,Spark Ignition Direct Injection,N,,,,N,No,,,,,,,,,,,,,
2011,BMW,Mini,Mini Cooper S,BMX,17,1.6,4,Manual(M6),27,35,30,34.5014,50.2436,40.1643,,,,,TC,Turbocharged,M,Manual,,6,N,N,F,"2-Wheel Drive, Front",,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,76,6,,,,,1598,1598,,,,,,,,,,,,,,,,,SIDI,2,2,2,Minicompact Cars,car,Derived 5-cycle label,12/1/2010,5706,,N,Y,RL,Relabel - label value decreased,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,,,,,,,,,,,,,,,,,,,,,,,,Spark Ignition Direct fuel injection,,GDI,Spark Ignition Direct Injection,N,,,,N,No,,,,,,,,,,,,,
2011,BMW,Mini,Mini Cooper S Convertible,BMX,20,1.6,4,Auto(S6),26,34,29,32.9945,47.8478,38.3520,,,,,TC,Turbocharged,SA,Semi-Automatic,,6,Y,N,F,"2-Wheel Drive, Front",,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,74,6,,,,,1656,1656,,,,,,,,,,,,,,,,,SIDI; ,2,2,2,Minicompact Cars,car,Derived 5-cycle label,8/25/2010,4807,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,,,,,,,,,,,,,,,,,,,,,,,,Spark Ignition Direct fuel injection,,GDI,Spark Ignition Direct Injection,N,,,,N,No,,,,,,,,,,,,,
2011,BMW,Mini,Mini Cooper S Convertible,BMX,21,1.6,4,Manual(M6),27,35,30,34.5014,50.2436,40.1643,,,,,TC,Turbocharged,M,Manual,,6,N,N,F,"2-Wheel Drive, Front",,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,74,6,,,,,1598,1598,,,,,,,,,,,,,,,,,SIDI,2,2,2,Minicompact Cars,car,Derived 5-cycle label,12/1/2010,5709,,N,Y,RL,Relabel - label value decreased,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,,,,,,,,,,,,,,,,,,,,,,,,Spark Ignition Direct fuel injection,,GDI,Spark Ignition Direct Injection,N,,,,N,No,,,,,,,,,,,,,
2011,BMW,Mini,Mini John Cooper Works,BMX,23,1.6,4,Manual(M6),25,33,28,31.9847,46.5057,37.2135,,,,,TC,Turbocharged,M,Manual,,6,N,N,F,"2-Wheel Drive, Front",,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,76,6,,,,,1714,1714,,,,,,,,,,,,,,,,,SIDI; ,2,2,2,Minicompact Cars,car,Derived 5-cycle label,8/25/2010,4810,,N,N,,,N,N,,N,,Y,Variable Valve Timing at inlet valves,N,,,,,,,,,,,,,,,,,,,,,,,,,Spark Ignition Direct fuel injection,,GDI,Spark Ignition Direct Injection,N,,,,N,No,,,,,,,,,,,,,
2011,BMW,Mini,Mini John Cooper Works Conv,BMX,24,1.6,4,Manual(M6),25,33,28,31.9847,46.5057,37.2135,,,,,TC,Turbocharged,M,Manual,,6,N,N,F,"2-Wheel Drive, Front",,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,74,6,,,,,1714,1714,,,,,,,,,,,,,,,,,SIDI; ,2,2,2,Minicompact Cars,car,Derived 5-cycle label,8/25/2010,4811,,N,N,,,N,N,,N,,Y,Variable Valve Timing at inlet valves,N,,,,,,,,,,,,,,,,,,,,,,,,,Spark Ignition Direct fuel injection,,GDI,Spark Ignition Direct Injection,N,,,,N,No,,,,,,,,,,,,,
2011,Mitsubishi Motors NA,Mitsubishi Motors North America,ECLIPSE SPYDER,DSX,322,2.4,4,Auto(S4),20,27,23,25.5299,38.2598,30.0255,,,,,NA,Naturally Aspirated,SA,Semi-Automatic,,4,Y,N,F,"2-Wheel Drive, Front",,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,76,5,,,,,1958,1958,,,,,,,,,,,,,,,,,,2,2,2,Minicompact Cars,car,Derived 5-cycle label,1/18/2010,4608,,,N,,,N,N,,N,,N,,Y,2-Cam Profile System,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,Mitsubishi Motors NA,Mitsubishi Motors North America,ECLIPSE SPYDER,DSX,324,3.8,6,Auto(S5),16,24,19,20.2000,33.3000,24.5452,,,,,NA,Naturally Aspirated,SA,Semi-Automatic,,5,Y,N,F,"2-Wheel Drive, Front",,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,76,5,,,,,2525,2525,,,,,,,,,,,,,,,,,,2,2,2,Minicompact Cars,car,Derived 5-cycle label,1/18/2010,4610,,,N,,,N,N,,N,,N,,Y,2-Cam Profile System,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,Porsche,Porsche,911 Carrera,PRX,11,3.6,6,Auto(A7),19,27,22,23.4818,37.8668,28.3237,,,,,NA,Naturally Aspirated,A,Automatic,,7,Y,N,R,"2-Wheel Drive, Rear",,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,70,5,,,,,2184,2184,,,,,,,,,,,,,,,,,SIDI; ,2,2,2,Minicompact Cars,car,Derived 5-cycle label,6/7/2010,5476,,Y,N,,,N,N,,N,,Y,Porsche VVT,Y,Porsche VVT,,,,,,,,,,,,,,,,,,,,,,,,Spark Ignition Direct fuel injection,,GDI,Spark Ignition Direct Injection,N,,,,Y,Yes,,,,,,,,,,,,,
2011,Porsche,Porsche,911 Carrera,PRX,10,3.6,6,Manual(M6),18,25,21,23.1717,34.9402,27.3112,,,,,NA,Naturally Aspirated,M,Manual,,6,N,N,R,"2-Wheel Drive, Rear",,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,70,5,,,,,2285,2285,,,,,,,,,,,,,,,,,SIDI; ,2,2,2,Minicompact Cars,car,Derived 5-cycle label,6/7/2010,5167,,Y,N,,,N,N,,N,,Y,Porsche VVT,Y,Porsche VVT,,,,,,,,,,,,,,,,,,,,,,,,Spark Ignition Direct fuel injection,,GDI,Spark Ignition Direct Injection,N,,,,Y,Yes,,,,,,,,,,,,,
2011,Porsche,Porsche,911 Carrera 4,PRX,19,3.6,6,Auto(A7),18,26,21,23.0006,36.7563,27.6585,,,,,NA,Naturally Aspirated,A,Automatic,,7,Y,N,4,4-Wheel Drive,,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,70,5,,,,,2285,2285,,,,,,,,,,,,,,,,,SIDI; ,2,2,2,Minicompact Cars,car,Derived 5-cycle label,6/7/2010,5478,,Y,N,,,N,N,,N,,Y,Porsche VVT,Y,Porsche VVT,,,,,,,,,,,,,,,,,,,,,,,,Spark Ignition Direct fuel injection,,GDI,Spark Ignition Direct Injection,N,,,,Y,Yes,,,,,,,,,,,,,
2011,Porsche,Porsche,911 Carrera 4,PRX,18,3.6,6,Manual(M6),18,24,21,22.9382,34.1119,26.9039,,,,,NA,Naturally Aspirated,M,Manual,,6,N,N,4,4-Wheel Drive,,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,70,5,,,,,2285,2285,,,,,,,,,,,,,,,,,SIDI; ,2,2,2,Minicompact Cars,car,Derived 5-cycle label,6/7/2010,5477,,Y,N,,,N,N,,N,,Y,Porsche VVT,Y,Porsche VVT,,,,,,,,,,,,,,,,,,,,,,,,Spark Ignition Direct fuel injection,,GDI,Spark Ignition Direct Injection,N,,,,Y,Yes,,,,,,,,,,,,,
2011,Porsche,Porsche,911 Carrera 4 Cabriolet,PRX,21,3.6,6,Auto(A7),18,26,21,22.8233,36.4375,27.4363,,,,,NA,Naturally Aspirated,A,Automatic,,7,Y,N,4,4-Wheel Drive,,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,68,5,,,,,2285,2285,,,,,,,,,,,,,,,,,SIDI; ,2,2,2,Minicompact Cars,car,Derived 5-cycle label,6/7/2010,5480,,Y,N,,,N,N,,N,,Y,Porsche VVT,Y,Porsche VVT,,,,,,,,,,,,,,,,,,,,,,,,Spark Ignition Direct fuel injection,,GDI,Spark Ignition Direct Injection,N,,,,Y,Yes,,,,,,,,,,,,,
2011,Porsche,Porsche,911 Carrera 4 Cabriolet,PRX,20,3.6,6,Manual(M6),18,25,21,22.8749,35.3192,27.1852,,,,,NA,Naturally Aspirated,M,Manual,,6,N,N,4,4-Wheel Drive,,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,68,5,,,,,2285,2285,,,,,,,,,,,,,,,,,SIDI; ,2,2,2,Minicompact Cars,car,Derived 5-cycle label,6/7/2010,5479,,Y,N,,,N,N,,N,,Y,Porsche VVT,Y,Porsche VVT,,,,,,,,,,,,,,,,,,,,,,,,Spark Ignition Direct fuel injection,,GDI,Spark Ignition Direct Injection,N,,,,Y,Yes,,,,,,,,,,,,,
2011,Porsche,Porsche,911 Carrera 4 Targa,PRX,27,3.6,6,Auto(A7),18,26,21,22.8233,36.4375,27.4363,,,,,NA,Naturally Aspirated,A,Automatic,,7,Y,N,4,4-Wheel Drive,,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,70,5,,,,,2285,2285,,,,,,,,,,,,,,,,,SIDI; ,2,2,2,Minicompact Cars,car,Derived 5-cycle label,6/7/2010,5482,,Y,N,,,N,N,,N,,Y,Porsche VVT,Y,Porsche VVT,,,,,,,,,,,,,,,,,,,,,,,,Spark Ignition Direct fuel injection,,GDI,Spark Ignition Direct Injection,N,,,,Y,Yes,,,,,,,,,,,,,
2011,Porsche,Porsche,911 Carrera 4 Targa,PRX,26,3.6,6,Manual(M6),18,25,21,22.8749,35.3192,27.1852,,,,,NA,Naturally Aspirated,M,Manual,,6,N,N,4,4-Wheel Drive,,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,70,5,,,,,2285,2285,,,,,,,,,,,,,,,,,SIDI; ,2,2,2,Minicompact Cars,car,Derived 5-cycle label,6/7/2010,5481,,Y,N,,,N,N,,N,,Y,Porsche VVT,Y,Porsche VVT,,,,,,,,,,,,,,,,,,,,,,,,Spark Ignition Direct fuel injection,,GDI,Spark Ignition Direct Injection,N,,,,Y,Yes,,,,,,,,,,,,,
2011,Porsche,Porsche,911 Carrera 4S,PRX,23,3.8,6,Auto(A7),18,26,21,22.9887,35.9964,27.4529,,,,,NA,Naturally Aspirated,A,Automatic,,7,Y,N,4,4-Wheel Drive,,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,70,5,,,,,2285,2285,,,,,,,,,,,,,,,,,SIDI; ,2,2,2,Minicompact Cars,car,Derived 5-cycle label,6/7/2010,5484,,Y,N,,,N,N,,N,,Y,Porsche VVT,Y,Porsche VVT,,,,,,,,,,,,,,,,,,,,,,,,Spark Ignition Direct fuel injection,,GDI,Spark Ignition Direct Injection,N,,,,Y,Yes,,,,,,,,,,,,,
2011,Porsche,Porsche,911 Carrera 4S,PRX,22,3.8,6,Manual(M6),18,25,21,22.5957,34.7504,26.8165,,,,,NA,Naturally Aspirated,M,Manual,,6,N,N,4,4-Wheel Drive,,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,70,5,,,,,2285,2285,,,,,,,,,,,,,,,,,SIDI; ,2,2,2,Minicompact Cars,car,Derived 5-cycle label,6/7/2010,5483,,Y,N,,,N,N,,N,,Y,Porsche VVT,Y,Porsche VVT,,,,,,,,,,,,,,,,,,,,,,,,Spark Ignition Direct fuel injection,,GDI,Spark Ignition Direct Injection,N,,,,Y,Yes,,,,,,,,,,,,,
2011,Porsche,Porsche,911 Carrera 4S Cabriolet,PRX,25,3.8,6,Auto(A7),18,27,21,23.2385,37.0769,27.9294,,,,,NA,Naturally Aspirated,A,Automatic,,7,Y,N,4,4-Wheel Drive,,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,68,5,,,,,2285,2285,,,,,,,,,,,,,,,,,SIDI; ,2,2,2,Minicompact Cars,car,Derived 5-cycle label,6/7/2010,5486,,Y,N,,,N,N,,N,,Y,Porsche VVT,Y,Porsche VVT,,,,,,,,,,,,,,,,,,,,,,,,Spark Ignition Direct fuel injection,,GDI,Spark Ignition Direct Injection,N,,,,Y,Yes,,,,,,,,,,,,,
2011,Porsche,Porsche,911 Carrera 4S Cabriolet,PRX,24,3.8,6,Manual(M6),17,25,20,21.8676,34.3243,26.1359,,,,,NA,Naturally Aspirated,M,Manual,,6,N,N,4,4-Wheel Drive,,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,68,5,,,,,2400,2400,,,,,,,,,,,,,,,,,SIDI; ,2,2,2,Minicompact Cars,car,Derived 5-cycle label,6/7/2010,5485,,Y,N,,,N,N,,N,,Y,Porsche VVT,Y,Porsche VVT,,,,,,,,,,,,,,,,,,,,,,,,Spark Ignition Direct fuel injection,,GDI,Spark Ignition Direct Injection,N,,,,Y,Yes,,,,,,,,,,,,,
2011,Porsche,Porsche,911 Carrera 4S Targa,PRX,29,3.8,6,Auto(A7),18,27,21,23.2385,37.0769,27.9294,,,,,NA,Naturally Aspirated,A,Automatic,,7,Y,N,4,4-Wheel Drive,,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,70,5,,,,,2285,2285,,,,,,,,,,,,,,,,,SIDI; ,2,2,2,Minicompact Cars,car,Derived 5-cycle label,6/7/2010,5487,,Y,N,,,N,N,,N,,Y,Porsche VVT,Y,Porsche VVT,,,,,,,,,,,,,,,,,,,,,,,,Spark Ignition Direct fuel injection,,GDI,Spark Ignition Direct Injection,N,,,,Y,Yes,,,,,,,,,,,,,
2011,Porsche,Porsche,911 Carrera 4S Targa,PRX,28,3.8,6,Manual(M6),17,25,20,21.8676,34.3243,26.1359,,,,,NA,Naturally Aspirated,M,Manual,,6,N,N,4,4-Wheel Drive,,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,70,5,,,,,2400,2400,,,,,,,,,,,,,,,,,SIDI; ,2,2,2,Minicompact Cars,car,Derived 5-cycle label,6/7/2010,5488,,Y,N,,,N,N,,N,,Y,Porsche VVT,Y,Porsche VVT,,,,,,,,,,,,,,,,,,,,,,,,Spark Ignition Direct fuel injection,,GDI,Spark Ignition Direct Injection,N,,,,Y,Yes,,,,,,,,,,,,,
2011,Porsche,Porsche,911 Carrera Cabriolet,PRX,13,3.6,6,Auto(A7),19,27,21,23.2433,37.3842,28.0113,,,,,NA,Naturally Aspirated,A,Automatic,,7,Y,N,R,"2-Wheel Drive, Rear",,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,68,5,,,,,2285,2285,,,,,,,,,,,,,,,,,SIDI; ,2,2,2,Minicompact Cars,car,Derived 5-cycle label,6/7/2010,5489,,Y,N,,,N,N,,N,,Y,Porsche VVT,Y,Porsche VVT,,,,,,,,,,,,,,,,,,,,,,,,Spark Ignition Direct fuel injection,,GDI,Spark Ignition Direct Injection,N,,,,Y,Yes,,,,,,,,,,,,,
2011,Porsche,Porsche,911 Carrera Cabriolet,PRX,12,3.6,6,Manual(M6),18,26,21,23.1818,35.5915,27.4960,,,,,NA,Naturally Aspirated,M,Manual,,6,N,N,R,"2-Wheel Drive, Rear",,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,68,5,,,,,2285,2285,,,,,,,,,,,,,,,,,SIDI; ,2,2,2,Minicompact Cars,car,Derived 5-cycle label,6/7/2010,5169,,Y,N,,,N,N,,N,,Y,Porsche VVT,Y,Porsche VVT,,,,,,,,,,,,,,,,,,,,,,,,Spark Ignition Direct fuel injection,,GDI,Spark Ignition Direct Injection,N,,,,Y,Yes,,,,,,,,,,,,,
2011,Porsche,Porsche,911 Carrera S,PRX,15,3.8,6,Auto(A7),19,26,22,23.6061,36.7669,28.1386,,,,,NA,Naturally Aspirated,A,Automatic,,7,Y,N,R,"2-Wheel Drive, Rear",,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,70,5,,,,,2184,2184,,,,,,,,,,,,,,,,,SIDI; ,2,2,2,Minicompact Cars,car,Derived 5-cycle label,6/7/2010,5490,,Y,N,,,N,N,,N,,Y,Porsche VVT,Y,Porsche VVT,,,,,,,,,,,,,,,,,,,,,,,,Spark Ignition Direct fuel injection,,GDI,Spark Ignition Direct Injection,N,,,,Y,Yes,,,,,,,,,,,,,
2011,Porsche,Porsche,911 Carrera S,PRX,14,3.8,6,Manual(M6),18,25,21,22.4737,34.8617,26.7514,,,,,NA,Naturally Aspirated,M,Manual,,6,N,N,R,"2-Wheel Drive, Rear",,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,70,5,,,,,2285,2285,,,,,,,,,,,,,,,,,SIDI; ,2,2,2,Minicompact Cars,car,Derived 5-cycle label,6/7/2010,5178,,Y,N,,,N,N,,N,,Y,Porsche VVT,Y,Porsche VVT,,,,,,,,,,,,,,,,,,,,,,,,Spark Ignition Direct fuel injection,,GDI,Spark Ignition Direct Injection,N,,,,Y,Yes,,,,,,,,,,,,,
2011,Porsche,Porsche,911 Carrera S Cabriolet,PRX,17,3.8,6,Auto(A7),19,27,21,23.2973,37.0666,27.9734,,,,,NA,Naturally Aspirated,A,Automatic,,7,Y,N,R,"2-Wheel Drive, Rear",,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,68,5,,,,,2285,2285,,,,,,,,,,,,,,,,,SIDI; ,2,2,2,Minicompact Cars,car,Derived 5-cycle label,6/7/2010,5491,,Y,N,,,N,N,,N,,Y,Porsche VVT,Y,Porsche VVT,,,,,,,,,,,,,,,,,,,,,,,,Spark Ignition Direct fuel injection,,GDI,Spark Ignition Direct Injection,N,,,,Y,Yes,,,,,,,,,,,,,
